time,lasttime,lat,lng,speed,course,altitude,comment,,,Air P,,,,Air P,Launch_Lat,Launch_lng,LOS_Distance,Elevation
2:45,29/3/2026 2:45,1.45683,103.8075,7,239,10238.54,000455TxD,V:11.25,I:1.172,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.71809528,48.85506748
2:45,29/3/2026 2:45,1.45583,103.807,9,236,9213.8,000456TxC,T:+08.6,E:+00.0,P:0324,FPV@1.28GHz,,,,1.35217,103.81983,11.61436498,51.57465596
2:46,29/3/2026 2:46,1.45633,103.80617,7,330,8246.67,000457TxD,V:11.27,I:0.622,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.68117872,54.77870105
2:47,29/3/2026 2:47,1.45717,103.80533,13,259,7279.54,000458TxC,T:+09.5,E:+00.0,P:0419,FPV@1.28GHz,,,,1.35217,103.81983,11.78620254,58.29918027
2:47,29/3/2026 2:47,1.45717,103.8035,17,281,6367.58,000459TxD,V:11.27,I:0.634,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.81574085,61.67948217
2:48,29/3/2026 2:48,1.45767,103.80217,15,358,5474.51,000460TxC,T:+11.1,E:+00.0,P:0528,FPV@1.28GHz,,,,1.35217,103.81983,11.89418717,65.28491238
2:48,29/3/2026 2:48,1.4585,103.8015,22,302,4673.19,000461TxD,V:11.27,I:0.581,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.99764692,68.71864469
2:49,29/3/2026 2:49,1.45983,103.8,19,316,3877.67,000462TxC,T:+12.9,E:,#NAME?,P:0643,FPV@1.28GHz,,,1.35217,103.81983,12.17250188,72.33021112
2:50,29/3/2026 2:50,1.4615,103.79917,17,351,3100.12,000463TxD,V:11.27,I:0.611,C:X,FPV@1.28GHz,,,,1.35217,103.81983,12.37196703,75.93269102
2:50,29/3/2026 2:50,1.463,103.79833,13,294,2341.17,000464TxC,T:+15.4,E:,#NAME?,P:0774,FPV@1.28GHz,,,1.35217,103.81983,12.5533408,79.43582838
2:52,29/3/2026 2:52,1.464,103.79767,0,258,935.13,000466TxC,T:+18.4,E:,#NAME?,P:0911,FPV@1.28GHz,,,1.35217,103.81983,12.67657171,85.78102571
2:52,29/3/2026 2:52,1.46333,103.79733,11,219,292.61,000467TxD,V:11.27,I:0.606,C:X,FPV@1.28GHz,,,,1.35217,103.81983,12.61094106,88.67081209
